Subject Number,Country,Site,Date,Time,Civilian,Date of Birth,Age (Years),Birth State,Occupation,Education,Number of Children,Fitness,Car Make,Car Year,Car Model,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Subgroup Number,Marital Status,Family Income IT,Shoe Size IT,Jacket Size IT,Pants Size Waist IT,Pants Size Waist,Pants Size Inseam IT,Pants Size Inseam,Blouse Size,Pants Size Woman IT,Bra Size
4399,Italy,Genoa2 IT,19/09/2001,11:07:00,Yes,24/05/1976,25.3,Liguria,Administrative Support,High School,0,4-6,Other,1993,Economy,Female,Italy/Italian,175.00,68.90,60.00,132.28,0,Single,30MLira-44.9MLira,38.5,,,,,,Med,44,32a
4400,Italy,Genoa2 IT,19/09/2001,11:17:56,Yes,02/10/1970,31.0,Liguria,Administrative Support,High School,0,More than 10,Toyota,1999,Intermediate,Male,Italy/Italian,180.00,70.87,84.00,185.19,0,Married,No Response,43.0,No Response,90,35.4,76,29.9,,,
4401,Italy,Genoa2 IT,19/09/2001,14:13:08,Yes,25/08/1948,53.1,Sicilia,Retired,High School,0,More than 10,Fiat,1977,Economy,Male,Italy/Italian,165.00,64.96,66.00,145.51,0,Divorced,No Response,41.0,50,90,35.4,91,35.8,,,
4402,Italy,Genoa2 IT,19/09/2001,15:47:54,Yes,17/03/1983,18.5,Liguria,Student,Middle School,0,4-6,Fiat,1995,Economy,Male,Italy/Italian,178.00,70.08,67.00,147.71,0,Single,No Response,42.0,48,85,33.5,78.5,30.9,,,
4403,Italy,Genoa2 IT,19/09/2001,16:03:09,Yes,05/11/1962,38.9,Liguria,Service Occupation,Middle School,0,More than 10,Fiat,1994,Economy,Male,Italy/Italian,174.00,68.50,80.00,176.37,0,Single,Don't Know,42.0,54,85,33.5,78.5,30.9,,,
4404,Italy,Genoa2 IT,19/09/2001,16:28:49,Yes,24/12/1961,39.7,Liguria,Administrative Support,High School,0,0-1,Fiat,1992,Intermediate,Female,Italy/Italian,165.00,64.96,68.00,149.91,0,Single,20MLira-29.9MLira,38.0,,,,,,Lg,46,38dd
4405,Italy,Genoa2 IT,20/09/2001,09:43:30,Yes,27/09/1942,59.0,Liguria,Retired,Associates,2,More than 10,Fiat,1987,Economy,Male,Italy/Italian,172.00,67.72,83.00,182.98,0,Married,No Response,42.0,54,100,39.4,73.5,28.9,,,
4406,Italy,Genoa2 IT,20/09/2001,10:01:01,Yes,16/07/1943,58.2,Piemonta,Retired,High School,2,4-6,No Response,,No Response,Female,Italy/Italian,155.00,61.02,50.00,110.23,0,Married,Don't Know,36.0,,,,,,Sm,42,32b
4407,Italy,Genoa2 IT,20/09/2001,10:56:39,Yes,26/06/1975,26.2,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,70.00,154.32,0,Single,Don't Know,42.5,48,85,33.5,73.5,28.9,,,
4408,Italy,Genoa2 IT,20/09/2001,11:08:23,Yes,22/04/1945,56.4,Toscana,Technician,High School,1,2-3,Fiat,1995,Economy,Male,Italy/Italian,175.00,68.90,97.00,213.85,0,Divorced,Don't Know,43.0,52,105,41.3,81,31.9,,,
4409,Italy,Genoa2 IT,20/09/2001,12:47:07,Yes,02/07/1955,46.2,Liguria,Administrative Support,High School,2,More than 10,Audi,1995,Station Wagon,Male,Italy/Italian,175.00,68.90,68.00,149.91,0,Married,Don't Know,42.5,50,90,35.4,81,31.9,,,
4410,Italy,Genoa2 IT,20/09/2001,15:26:13,Yes,27/02/1945,56.6,Liguria,Retired,Masters,1,2-3,Ford,1997,Compact,Female,Italy/Italian,157.00,61.81,68.00,149.91,0,Married,20MLira-29.9MLira,36.5,,,,,,XL,50,38c
4411,Italy,Genoa2 IT,20/09/2001,17:05:54,Yes,08/09/1966,35.0,Liguria,No Response,Masters,0,More than 10,No Response,,No Response,Male,Italy/Italian,185.00,72.83,72.00,158.73,0,Single,No Response,43.5,54,100,39.4,Don't Know,Don't Know,,,
4412,Italy,Genoa2 IT,20/09/2001,17:34:08,Yes,13/01/1960,41.7,Liguria,Administrative Support,Masters,0,2-3,Fiat,1999,Economy,Male,Italy/Italian,174.00,68.50,76.00,167.55,0,Married,45MLira-59.9MLira,42.0,50,95,37.4,78.5,30.9,,,
4413,Italy,Genoa2 IT,20/09/2001,18:21:55,Yes,12/03/1965,36.5,Liguria,Administrative Support,High School,2,0-1,Fiat,1988,Intermediate,Male,Italy/Italian,184.00,72.44,82.00,180.78,0,Married,45MLira-59.9MLira,43.0,52,95,37.4,86,33.9,,,
4414,Italy,Genoa2 IT,21/09/2001,10:01:45,Yes,19/07/1982,19.2,Liguria,Student,High School,2,More than 10,Fiat,1995,Economy,Female,Italy/Italian,170.00,66.93,63.00,138.89,0,Single,No Response,37.5,,,,,,Lg,44,38b
4415,Italy,Genoa2 IT,21/09/2001,10:18:17,Yes,18/12/1980,20.8,Liguria,Student,Some College,0,4-6,Fiat,1995,Economy,Male,Italy/Italian,176.00,69.29,73.00,160.94,0,Single,Don't Know,41.5,46 or Smaller,80,31.5,78.5,30.9,,,
4416,Italy,Genoa2 IT,21/09/2001,10:44:16,Yes,07/07/1966,35.2,Liguria,Computer Programmer/Software Engineer,High School,1,4-6,Other,2000,Minivan,Male,Italy/Italian,170.00,66.93,62.00,136.69,0,Divorced,45MLira-59.9MLira,39.0,46 or Smaller,85,33.5,71,28.0,,,
4417,Italy,Genoa2 IT,21/09/2001,14:22:22,Yes,13/06/1975,26.3,Liguria,Other Specialty Occupation,Masters,0,6-10,Ford,1998,Intermediate,Male,Italy/Italian,182.00,71.65,83.00,182.98,0,Single,Don't Know,42.5,52,90,35.4,83.5,32.9,,,
4418,Italy,Genoa2 IT,21/09/2001,15:34:19,Yes,11/09/1962,39.0,Liguria,No Response,Some College,0,4-6,Fiat,1972,Economy,Female,Italy/Italian,165.00,64.96,60.00,132.28,0,Single,Don't Know,38.0,,,,,,Sm,44,36d
4419,Italy,Genoa2 IT,21/09/2001,15:37:43,Yes,15/12/1941,59.8,No Response,Classroom Teacher,Masters,2,More than 10,No Response,,No Response,Female,Italy/Other,175.00,68.90,68.00,149.91,0,Divorced,No Response,39.0,,,,,,Med,44,36c
4420,Italy,Genoa2 IT,21/09/2001,15:49:47,Yes,09/04/1942,59.5,Toscana,Retired,High School,1,More than 10,Volkswagen,2001,Station Wagon,Male,Italy/Italian,174.00,68.50,70.00,154.32,0,Married,30MLira-44.9MLira,41.5,50,100,39.4,76,29.9,,,
4421,Italy,Genoa2 IT,21/09/2001,16:20:07,Yes,16/04/1961,40.4,Liguria,Homemaker,High School,2,2-3,Fiat,2000,Economy,Female,Italy/Italian,168.00,66.14,52.00,114.64,0,Married,No Response,38.0,,,,,,Sm,42,32
4422,Italy,Genoa2 IT,21/09/2001,17:05:33,Yes,12/11/1953,47.9,Liguria,Homemaker,Masters,2,4-6,Volkswagen,1989,Station Wagon,Female,Italy/Italian,163.00,64.17,59.00,130.07,0,Married,Don't Know,38.5,,,,,,Med,44,34
4423,Italy,Genoa2 IT,24/09/2001,09:39:19,Yes,20/02/1965,36.6,Liguria,Classroom Teacher,Masters,1,More than 10,Volkswagen,1998,Intermediate,Male,Italy/Italian,169.00,66.54,63.00,138.89,0,Divorced,No Response,39.0,46 or Smaller,80,31.5,66 or Smaller,26 or Smaller,,,
4424,Italy,Genoa2 IT,24/09/2001,10:04:04,Yes,17/11/1963,37.9,Toscana,Other Specialty Occupation,Technical Training,0,6-10,Volkswagen,1999,Intermediate,Female,Italy/Italian,173.00,68.11,60.00,132.28,0,Single,No Response,39.0,,,,,,Med,42,34a
4425,Italy,Genoa2 IT,24/09/2001,10:18:21,Yes,02/11/1954,46.9,Liguria,Retired,Middle School,1,6-10,Volkswagen,1998,Full Size 4-Dr,Male,Italy/Italian,175.00,68.90,78.00,171.96,0,Divorced,30MLira-44.9MLira,41.0,52,Don't Know,Don't Know,Don't Know,Don't Know,,,
4426,Italy,Genoa2 IT,24/09/2001,10:53:42,Yes,16/03/1976,25.5,Liguria,Other Specialty Occupation,High School,0,2-3,Lancia,2000,Economy,Female,Italy/Italian,167.00,65.75,53.00,116.84,0,Single,No Response,38.0,,,,,,Sm,42,34b
4427,Italy,Genoa2 IT,24/09/2001,11:45:10,Yes,27/03/1949,52.5,Liguria,Retired,High School,1,2-3,Other,1988,Compact,Male,Italy/Italian,180.00,70.87,94.00,207.23,0,Married,45MLira-59.9MLira,44 or Larger,54,105,41.3,83.5,32.9,,,
4428,Italy,Genoa2 IT,24/09/2001,12:20:40,Yes,15/09/1947,54.0,Liguria,Other Specialty Occupation,Middle School,2,4-6,Fiat,1997,Economy,Female,Italy/Italian,162.00,63.78,58.50,128.97,0,Divorced,Don't Know,37.5,,,,,,Med,44,32b
4429,Italy,Genoa2 IT,24/09/2001,16:26:48,Yes,14/08/1956,45.1,Liguria,Sales/Marketing,Middle School,0,6-10,Hyundai,1997,Intermediate,Male,Italy/Italian,170.00,66.93,68.00,149.91,0,Single,No Response,41.0,48,90,35.4,96 or Larger,37.8 or Larger,,,
4430,Italy,Genoa2 IT,24/09/2001,17:17:44,Yes,01/01/1959,42.7,Campania,Construction,Middle School,2,More than 10,No Response,,No Response,Male,Italy/Italian,173.00,68.11,75.00,165.35,0,Divorced,No Response,43.0,52,95,37.4,96 or Larger,37.8 or Larger,,,
4431,Italy,Genoa2 IT,24/09/2001,17:58:00,Yes,29/03/1947,54.5,Campania,Construction,Middle School,4,More than 10,Fiat,1995,Economy,Male,Italy/Italian,172.00,67.72,74.00,163.14,0,Married,20MLira-29.9MLira,41.5,50,95,37.4,96 or Larger,37.8 or Larger,,,
4432,Italy,Genoa2 IT,25/09/2001,09:49:26,Yes,30/06/1975,26.2,Liguria,Student,Associates,0,More than 10,Lancia,1992,Sports Car,Male,Italy/Italian,181.50,71.46,69.00,152.12,0,Single,45MLira-59.9MLira,42.5,50,80,31.5,83.5,32.9,,,
4433,Italy,Genoa2 IT,25/09/2001,10:13:13,Yes,24/10/1974,26.9,Lombardia,Student,Associates,0,More than 10,No Response,,No Response,Male,Italy/Italian,175.00,68.90,71.00,156.53,0,Single,45MLira-59.9MLira,41.5,48,80,31.5,76,29.9,,,
4434,Italy,Genoa2 IT,25/09/2001,10:39:12,Yes,01/01/1961,40.7,Liguria,Mechanic,Technical Training,1,6-10,Fiat,1989,Economy,Male,Italy/Italian,168.00,66.14,72.00,158.73,0,Married,No Response,42.0,48,85,33.5,73.5,28.9,,,
4435,Italy,Genoa2 IT,25/09/2001,11:25:42,Yes,13/08/1948,53.1,Liguria,Retired,High School,1,0-1,Fiat,1990,Station Wagon,Female,Italy/Italian,160.00,62.99,75.00,165.35,0,Married,45MLira-59.9MLira,39.0,,,,,,Lg,52,38d
4436,Italy,Genoa2 IT,25/09/2001,11:34:51,Yes,03/01/1979,22.7,Lombardia,Student,Some College,No Response,6-10,Fiat,1998,Compact,Female,Italy/Italian,169.00,66.54,73.00,160.94,0,Single,45MLira-59.9MLira,40.0,,,,,,Lg,46,36d
4437,Italy,Genoa2 IT,25/09/2001,13:48:42,Yes,03/08/1958,43.1,Piemonta,Administrator,High School,2,4-6,Ford,1995,Station Wagon,Male,Italy/Italian,169.00,66.54,72.00,158.73,0,Married,30MLira-44.9MLira,40.0,48,90,35.4,68.5,27.0,,,
4438,Italy,Genoa2 IT,25/09/2001,15:26:33,Yes,25/09/1976,25.0,Liguria,Administrative Support,High School,0,6-10,Fiat,2001,Intermediate,Male,Italy/Italian,182.00,71.65,65.00,143.30,0,Single,15MLira-19.9MLira,41.5,48,85,33.5,96 or Larger,37.8 or Larger,,,
4439,Italy,Genoa2 IT,25/09/2001,15:31:26,Yes,05/06/1981,20.3,Liguria,Unemployed,High School,0,0-1,Fiat,1995,Economy,Female,Italy/Italian,157.00,61.81,50.00,110.23,0,Single,Don't Know,38.0,,,,,,Med,42,34
4440,Italy,Genoa2 IT,25/09/2001,15:59:32,Yes,17/12/1942,58.8,Liguria,Homemaker,High School,1,6-10,Other,1990,Economy,Female,Italy/Italian,150.00,59.06,54.00,119.05,0,Married,30MLira-44.9MLira,35.5,,,,,,Med,44,32a
4441,Italy,Genoa2 IT,25/09/2001,16:28:13,Yes,14/07/1945,56.2,Toscana,Homemaker,Middle School,1,More than 10,Mitsubishi,1996,Compact,Female,Italy/Italian,152.00,59.84,47.00,103.62,0,Married,No Response,35.5,,,,,,"X-Small,40",1,
4442,Italy,Genoa2 IT,25/09/2001,16:54:19,Yes,01/08/1975,26.2,Liguria,Sales/Marketing,Middle School,0,4-6,No Response,,No Response,Female,Italy/Italian,170.00,66.93,53.00,116.84,0,Single,Don't Know,39.0,,,,,,Sm,38,30 or Smaller
4443,Italy,Genoa2 IT,26/09/2001,10:16:29,Yes,30/10/1950,50.9,Liguria,No Response,High School,0,6-10,Alfa Romeo,1999,Intermediate,Female,Italy/Italian,158.00,62.20,54.00,119.05,0,Married,No Response,35 or Smaller,,,,,,Med,44,34c
4444,Italy,Genoa2 IT,26/09/2001,10:54:33,Yes,19/06/1974,27.3,Liguria,Service Occupation,Masters,0,4-6,No Response,,No Response,Female,Italy/Italian,158.00,62.20,50.00,110.23,0,Single,Don't Know,36.0,,,,,,Sm,40,32b
4445,Italy,Genoa2 IT,26/09/2001,11:39:32,Yes,01/01/1944,57.7,Toscana,Homemaker,Middle School,1,0-1,Volkswagen,1991,Intermediate,Female,Italy/Italian,165.00,64.96,70.00,154.32,0,Married,20MLira-29.9MLira,36.5,,,,,,Lg,48,34c
4446,Italy,Genoa2 IT,26/09/2001,13:31:46,Yes,04/03/1958,43.6,Basilicata,Sales/Marketing,Middle School,1,2-3,Fiat,1997,Economy,Male,Italy/Italian,170.00,66.93,73.00,160.94,0,Married,60MLira-79.9MLira,43.0,50,90,35.4,86,33.9,,,
4447,Italy,Genoa2 IT,26/09/2001,16:31:27,Yes,07/02/1982,19.6,Liguria,Student,High School,0,4-6,Other,1998,Don't Know,Male,Italy/Italian,178.00,70.08,72.00,158.73,0,Single,Don't Know,42.0,46 or Smaller,80,31.5,76,29.9,,,
4448,Italy,Genoa2 IT,26/09/2001,16:36:51,Yes,27/11/1967,33.8,Liguria,Administrative Support,High School,0,4-6,No Response,,No Response,Male,Italy/Italian,175.00,68.90,71.00,156.53,0,Married,30MLira-44.9MLira,42.0,48,90,35.4,91,35.8,,,
4449,Italy,Genoa2 IT,27/09/2001,09:53:41,No,07/10/1966,35.0,Liguria,Service Occupation,Technical Training,0,6-10,Fiat,1988,Minivan,Male,Italy/Italian,175.00,68.90,70.00,154.32,0,Single,30MLira-44.9MLira,43.0,50,85,33.5,96 or Larger,37.8 or Larger,,,
4450,Italy,Genoa2 IT,27/09/2001,10:05:41,Yes,28/10/1962,38.9,Sicilia,Health Diagnosing Occupation,Associates,1,6-10,Fiat,2000,Economy,Female,Italy/Italian,155.00,61.02,57.00,125.66,0,Divorced,30MLira-44.9MLira,36.0,,,,,,Sm,46,34b
4451,Italy,Genoa2 IT,27/09/2001,10:55:11,Yes,28/03/1945,56.5,Toscana,Homemaker,Elementary School,2,6-10,Volkswagen,2001,Economy,Female,Italy/Italian,168.00,66.14,70.00,154.32,0,Married,No Response,40.0,,,,,,Lg,48,34c
4452,Italy,Genoa2 IT,27/09/2001,11:14:46,Yes,26/11/1946,54.8,Liguria,Retired,High School,1,4-6,No Response,,No Response,Female,Italy/Italian,168.00,66.14,64.00,141.10,0,Married,No Response,38.0,,,,,,Lg,48,36c
4453,Italy,Genoa2 IT,27/09/2001,12:29:46,Yes,03/10/1978,23.0,Liguria,Student,Some College,0,4-6,Volkswagen,1999,Economy,Female,Italy/Italian,163.00,64.17,53.00,116.84,0,Single,Don't Know,36.0,,,,,,Sm,42,34c
4454,Italy,Genoa2 IT,27/09/2001,13:14:30,Yes,08/12/1957,43.8,Liguria,Sales/Marketing,High School,1,0-1,Toyota,2000,Station Wagon,Male,Italy/Italian,173.00,68.11,77.00,169.76,0,Married,45MLira-59.9MLira,42.0,50,95,37.4,78.5,30.9,,,
4455,Italy,Genoa2 IT,27/09/2001,14:15:19,Yes,08/08/1952,49.1,Calabria,Classroom Teacher,Some College,1,2-3,Suzuki,1994,Economy,Female,Italy/Italian,155.00,61.02,49.00,108.03,0,Married,30MLira-44.9MLira,36.0,,,,,,Sm,44,32a
4456,Italy,Genoa2 IT,27/09/2001,14:55:52,Yes,19/08/1974,27.1,Liguria,Student,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,165.00,64.96,48.00,105.82,0,No Response,Less than 10MLira,37.5,,,,,,Sm,42,32c
4457,Italy,Genoa2 IT,27/09/2001,15:01:41,Yes,25/11/1936,64.8,Umbria,Homemaker,High School,3,6-10,Fiat,1999,Economy,Female,Italy/Italian,158.00,62.20,64.00,141.10,0,Married,Don't Know,36.0,,,,,,Med,48,Don't Know
4458,Italy,Genoa2 IT,27/09/2001,15:42:10,Yes,15/04/1975,26.5,Liguria,Unemployed,High School,0,4-6,Lancia,1989,Economy,Female,Italy/Italian,155.00,61.02,50.00,110.23,0,Single,Don't Know,37.0,,,,,,Med,42,32
4459,Italy,Genoa2 IT,27/09/2001,16:20:45,Yes,08/02/1967,34.6,Liguria,Other Specialty Occupation,Associates,0,4-6,Other,2001,Compact,Male,Italy/Italian,185.00,72.83,83.00,182.98,0,Single,Don't Know,44 or Larger,54,105,41.3,91,35.8,,,
4460,Italy,Genoa2 IT,27/09/2001,16:52:10,Yes,29/05/1961,40.3,Liguria,Other Specialty Occupation,Associates,0,4-6,Other,2001,Compact,Female,Italy/Italian,158.00,62.20,65.00,143.30,0,Divorced,Don't Know,38.0,,,,,,Lg,46,34c
4461,Italy,Genoa2 IT,27/09/2001,16:57:15,Yes,23/12/1959,41.8,Lombardia,Administrative Support,Masters,1,4-6,Ford,1999,Station Wagon,Male,Italy/Italian,167.00,65.75,70.00,154.32,0,Married,30MLira-44.9MLira,42.0,50,95,37.4,73.5,28.9,,,
4462,Italy,Genoa2 IT,28/09/2001,10:04:16,Yes,23/05/1975,26.4,Liguria,Student,High School,0,More than 10,Other,2000,Economy,Female,Italy/Italian,163.00,64.17,54.00,119.05,0,Single,Don't Know,37.0,,,,,,Med,42,34
4463,Italy,Genoa2 IT,28/09/2001,10:48:03,Yes,18/06/1963,38.3,Marche,Other Specialty Occupation,Masters,0,2-3,Other,1983,Station Wagon,Male,Italy/Italian,183.00,72.05,105.00,231.49,0,Single,60MLira-79.9MLira,44 or Larger,58 or Larger,105,41.3,91,35.8,,,
4464,Italy,Genoa2 IT,28/09/2001,11:00:47,Yes,24/06/1947,54.3,Liguria,Administrative Support,Technical Training,No Response,4-6,Fiat,2001,Intermediate,Female,Italy/Italian,152.00,59.84,59.00,130.07,0,Married,30MLira-44.9MLira,36.0,,,,,,Med,46,38c
4465,Italy,Genoa2 IT,28/09/2001,11:38:37,Yes,15/12/1943,57.8,Piemonta,Retired,High School,1,0-1,Fiat,2001,Intermediate,Male,Italy/Italian,161.00,63.39,76.00,167.55,0,Married,30MLira-44.9MLira,38.0,50,90,35.4,71,28.0,,,
4466,Italy,Genoa2 IT,28/09/2001,12:06:10,Yes,09/10/1959,42.0,Liguria,Classroom Teacher,Masters,0,4-6,Porsche,1998,Sports Car,Male,Italy/Italian,185.00,72.83,84.00,185.19,0,Single,20MLira-29.9MLira,44 or Larger,54,95,37.4,91,35.8,,,
4467,Italy,Genoa2 IT,28/09/2001,14:23:55,Yes,23/07/1966,35.2,Sardegna,Unemployed,Middle School,1,2-3,No Response,,No Response,Female,Italy/Italian,150.00,59.06,42.00,92.59,0,Divorced,Less than 10MLira,36.5,,,,,,"X-Small,38",2,
4468,Italy,Genoa2 IT,28/09/2001,14:34:30,Yes,04/07/1950,51.2,Liguria,Sales/Marketing,Technical Training,1,6-10,Fiat,2001,Economy,Female,Italy/Italian,165.00,64.96,60.00,132.28,0,Widowed,45MLira-59.9MLira,38.0,,,,,,Med,44,34b
4469,Italy,Genoa2 IT,28/09/2001,15:33:24,Yes,17/06/1976,25.3,Liguria,Other Specialty Occupation,High School,0,4-6,Toyota,1999,Sports Car,Male,Italy/Italian,173.00,68.11,67.00,147.71,0,Single,Don't Know,42.0,48,85,33.5,78.5,30.9,,,
4470,Italy,Genoa2 IT,01/10/2001,10:14:23,Yes,17/04/1977,24.5,Liguria,Student,Some College,0,2-3,Volkswagen,1997,Intermediate,Female,Italy/Italian,158.00,62.20,47.00,103.62,0,Single,Don't Know,36.0,,,,,,"X-Small,38",7,
4471,Italy,Genoa2 IT,01/10/2001,10:55:56,Yes,09/08/1948,53.1,Liguria,Homemaker,High School,2,6-10,Volkswagen,1997,Intermediate,Female,Italy/Italian,160.00,62.99,55.00,121.25,0,Married,Don't Know,36.5,,,,,,Sm,42,34c
4472,Italy,Genoa2 IT,01/10/2001,11:13:36,Yes,15/02/1943,58.6,Friuli-Venezia Giulia,Retired,Associates,0,0-1,No Response,,No Response,Female,Italy/Italian,179.00,70.47,65.40,144.18,0,Married,30MLira-44.9MLira,38.5,,,,,,Lg,48,38b
4473,Italy,Genoa2 IT,01/10/2001,11:49:54,Yes,12/11/1967,33.9,Liguria,Technician,High School,0,4-6,Toyota,2001,Economy,Male,Italy/Italian,181.00,71.26,100.00,220.46,0,Single,Don't Know,44 or Larger,52,105,41.3,83.5,32.9,,,
4474,Italy,Genoa2 IT,01/10/2001,12:55:52,Yes,09/10/1963,38.0,Liguria,Administrative Support,Masters,0,0-1,Other,1997,Economy,Male,No Response,180.00,70.87,80.00,176.37,0,Single,45MLira-59.9MLira,44 or Larger,48,90,35.4,83.5,32.9,,,
4475,Italy,Genoa2 IT,01/10/2001,13:45:08,Yes,16/03/1971,30.5,Liguria,Service Occupation,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,171.00,67.32,69.00,152.12,0,Single,20MLira-29.9MLira,42.0,48,80,31.5,73.5,28.9,,,
4476,Italy,Genoa2 IT,01/10/2001,15:49:46,Yes,16/01/1961,40.7,Sicilia,Administrative Support,Middle School,2,2-3,Fiat,1969,Economy,Female,Italy/Italian,166.00,65.35,90.00,198.42,0,Married,80MLira-100MLira,39.5,,,,,,XL,52,40b
4477,Italy,Genoa2 IT,01/10/2001,15:56:35,Yes,30/01/1951,50.7,Sicilia,Administrative Support,Middle School,2,2-3,Other,1992,Station Wagon,Male,Italy/Italian,168.00,66.14,65.00,143.30,0,Married,80MLira-100MLira,42.0,50,110,43.3,71,28.0,,,
4478,Italy,Genoa2 IT,02/10/2001,09:59:04,Yes,20/09/1960,41.0,Liguria,Computer Programmer/Software Engineer,High School,1,4-6,No Response,,No Response,Male,Italy/Italian,172.00,67.72,71.00,156.53,0,Married,80MLira-100MLira,42.0,48,80,31.5,78.5,30.9,,,
4479,Italy,Genoa2 IT,02/10/2001,10:09:37,Yes,21/09/1979,22.0,Liguria,Student,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,170.00,66.93,51.00,112.44,0,Single,Don't Know,39.5,,,,,,Sm,42,30 or Smaller
4480,Italy,Genoa2 IT,02/10/2001,11:46:24,Yes,13/08/1979,22.1,Liguria,Student,Some College,0,2-3,No Response,,No Response,Female,Italy/Italian,170.00,66.93,54.00,119.05,0,Single,No Response,40.5,,,,,,Sm,42,32c
4481,Italy,Genoa2 IT,02/10/2001,14:24:49,Yes,29/11/1970,30.8,Liguria,Student,Some College,0,0-1,Honda,1998,Sports Car,Male,Italy/Italian,175.00,68.90,68.00,149.91,0,Single,No Response,42.0,50,80,31.5,78.5,30.9,,,
4482,Italy,Genoa2 IT,03/10/2001,10:11:25,Yes,11/11/1977,23.9,Liguria,Administrative Support,High School,0,6-10,Other,1997,Sports Car,Female,Italy/Italian,160.00,62.99,46.00,101.41,0,Single,Don't Know,36.0,,,,,,"X-Small,40",1,
4483,Italy,Genoa2 IT,03/10/2001,11:30:13,Yes,06/09/1967,34.1,Liguria,Administrative Support,High School,0,More than 10,Other,1996,Sports Car,Female,Italy/Italian,160.00,62.99,56.00,123.46,0,Married,Don't Know,37.0,,,,,,Med,42,32b
4484,Italy,Genoa2 IT,03/10/2001,12:04:40,Yes,11/02/1944,57.6,Piemonta,Classroom Teacher,Masters,3,6-10,No Response,,No Response,Male,Italy/Italian,174.00,68.50,65.00,143.30,0,No Response,30MLira-44.9MLira,44 or Larger,48,90,35.4,81,31.9,,,
4485,Italy,Genoa2 IT,03/10/2001,12:44:41,Yes,07/11/1974,26.9,Liguria,Armed Services,Masters,2,No Response,No Response,,No Response,Male,Italy/Italian,180.00,70.87,70.00,154.32,0,Single,30MLira-44.9MLira,42.0,52,85,33.5,Don't Know,Don't Know,,,
4486,Italy,Genoa2 IT,03/10/2001,14:24:54,Yes,17/07/1976,25.2,Liguria,Unemployed,Masters,0,4-6,Lancia,1995,Economy,Female,Italy/Italian,168.00,66.14,56.00,123.46,0,Single,Don't Know,38.0,,,,,,Med,42,34b
4487,Italy,Genoa2 IT,03/10/2001,14:29:01,Yes,05/09/1972,29.1,Liguria,Unemployed,Masters,0,4-6,Lancia,1994,Economy,Male,Italy/Italian,181.00,71.26,82.00,180.78,0,Single,Don't Know,42.5,50,90,35.4,83.5,32.9,,,
4488,Italy,Genoa2 IT,03/10/2001,14:32:02,Yes,10/03/1972,29.6,Liguria,Other Specialty Occupation,High School,0,6-10,Fiat,1993,Economy,Female,Italy/Italian,167.00,65.75,74.40,164.02,0,Single,No Response,40.0,,,,,,Lg,50,36c
4489,Italy,Genoa2 IT,03/10/2001,15:53:03,Yes,06/04/1973,28.5,Liguria,Transportation Occupation,High School,0,6-10,Fiat,1999,Station Wagon,Female,Italy/Italian,170.00,66.93,65.00,143.30,0,Single,30MLira-44.9MLira,39.0,,,,,,Med,44,36c
4490,Italy,Genoa2 IT,04/10/2001,10:26:33,Yes,12/03/1970,31.6,Liguria,Student,Some College,0,6-10,Fiat,1970,Economy,Female,Italy/Italian,163.00,64.17,52.00,114.64,0,Single,No Response,37.0,,,,,,Sm,42,30 or Smaller
4491,Italy,Genoa2 IT,04/10/2001,11:12:56,Yes,03/05/1947,54.4,Lazio,Administrative Support,Masters,0,0-1,Mercedes-Benz,2001,Economy,Female,Italy/Italian,153.00,60.24,65.00,143.30,0,Married,30MLira-44.9MLira,37.5,,,,,,Lg,50,36c
4492,Italy,Genoa2 IT,04/10/2001,11:26:41,Yes,14/10/1963,38.0,Liguria,Administrative Support,High School,2,0-1,Fiat,2001,Station Wagon,Female,Italy/Italian,158.00,62.20,53.00,116.84,0,Married,60MLira-79.9MLira,36.0,,,,,,Lg,42,36c
4493,Italy,Genoa2 IT,04/10/2001,11:32:33,Yes,06/02/1972,29.7,Liguria,Administrative Support,High School,0,2-3,Volkswagen,1998,Sports Car,Female,Italy/Italian,160.00,62.99,56.00,123.46,0,Single,30MLira-44.9MLira,37.0,,,,,,Med,44,34d
4494,Italy,Genoa2 IT,04/10/2001,11:53:27,Yes,05/02/1973,28.7,Liguria,Administrative Support,High School,0,More than 10,Fiat,1998,Economy,Female,Italy/Italian,167.00,65.75,48.00,105.82,0,Single,No Response,36.5,,,,,,Med,40,32
4495,Italy,Genoa2 IT,04/10/2001,12:38:35,Yes,30/11/1974,26.8,Liguria,Classroom Teacher,Some College,0,More than 10,No Response,,No Response,Female,Italy/Italian,162.00,63.78,51.00,112.44,0,Single,Don't Know,37.0,,,,,,Sm,38,34b
4496,Italy,Genoa2 IT,04/10/2001,14:57:54,Yes,02/08/1940,61.2,Liguria,Homemaker,Middle School,1,2-3,Volkswagen,1998,Economy,Female,Italy/Italian,158.00,62.20,54.50,120.15,0,Married,Don't Know,37.0,,,,,,Sm,42,32b
